us_tariff,china_rate,eu_rate,canmex_rate,welfare_us,cpi_us,employment_us,trade_deficit_us,hhi_pharma,welfare_china,welfare_eu
0.0,0.2,0.0,0.3,-0.6783192061249887,-1.7543405420253455,-0.24522217849849426,-7.500341156984125,580.4,0.16411369391533537,0.015826126505991134
0.0,0.2,0.0,0.4,-0.7652029115263748,-1.986078846824002,-0.276695510403413,-8.456885897150984,580.4,0.18241462785764107,0.020762321630751757
0.0,0.2,0.0,0.5,-0.8242671972793048,-2.1498604204899907,-0.2981197870544072,-9.111093155331798,580.4,0.19564553280284613,0.024293585817658503
0.0,0.2,0.1,0.0,-0.244966475957209,-1.1498490424805108,-0.09274910815790793,-3.1431978101188154,580.4,0.09458716037344939,0.11791336157052079
0.0,0.2,0.1,0.1,-0.5158933977554403,-1.7407584100756268,-0.18999591228830992,-6.03439898124204,580.4,0.1342145400246686,0.13235780810636477
0.0,0.2,0.1,0.2,-0.7049969330824801,-2.2034127507000845,-0.25835265770829396,-8.080416270439851,580.4,0.16729919220388467,0.14500702860194004
0.0,0.2,0.1,0.3,-0.8349254134567996,-2.548728358679242,-0.30555211157972106,-9.501606173122761,580.4,0.19312101158517336,0.15506235334261653
0.0,0.2,0.1,0.4,-0.9235275318873581,-2.798310040658658,-0.3378390952682775,-10.47890667320746,580.4,0.21238644055858735,0.16256690418248176
0.0,0.2,0.1,0.5,-0.9839438975370651,-2.97549535509688,-0.3598914878843562,-11.149555502185281,580.4,0.2263858866799806,0.16795799523130484
0.0,0.2,0.2,0.0,-0.3341462493249847,-1.59114800321275,-0.12675270593541788,-4.296110187468475,580.4,0.11152854740241747,0.08150445223007452
0.0,0.2,0.2,0.1,-0.6064151385162697,-2.2034658288166753,-0.22475477818555412,-7.203186617465726,580.4,0.1519916312928249,0.09566478495988129
0.0,0.2,0.2,0.2,-0.7969533337301438,-2.684903203768818,-0.2938515216973969,-9.26658335144629,580.4,0.1859335046876076,0.10823479819941362
0.0,0.2,0.2,0.3,-0.9282136491636117,-3.0457466037654535,-0.3417057942954771,-10.704134173255781,580.4,0.21254921088276202,0.11833117977944063
0.0,0.2,0.2,0.4,-1.0179374869400348,-3.3075128363199924,-0.3745287106829642,-11.695330663899343,580.4,0.23248870585412806,0.12592697993061286
0.0,0.2,0.2,0.5,-1.0792395521133535,-3.4938978002644006,-0.39699657572221936,-12.377007084420182,580.4,0.2470254747256151,0.13141715297038115
0.0,0.2,0.3,0.0,-0.3881759157994047,-1.8663157527502583,-0.1473998256857234,-4.998862595068308,580.4,0.12260756453916777,-0.007791599625894818
0.0,0.2,0.3,0.1,-0.6613206919577896,-2.492692126822993,-0.24589175919743633,-7.916597590039522,580.4,0.1636481881519103,0.0037262269967586192
0.0,0.2,0.3,0.2,-0.8527860396647324,-2.9865001074314224,-0.3154669335387106,-9.991470340400568,580.4,0.19817406093218803,0.01427530030875257
0.0,0.2,0.3,0.3,-0.9849054088902132,-3.3576074823421176,-0.3637449014683547,-11.439769190650791,580.4,0.2253272665176942,0.022902185880013803
0.0,0.2,0.3,0.4,-1.0753535898449185,-3.6274579984253874,-0.3969154183341317,-12.44008879534938,580.4,0.2457222926036451,0.029463641296656462
0.0,0.2,0.3,0.5,-1.137228755054831,-3.819967322876805,-0.41965348073744746,-13.129012468568718,580.4,0.2606222075289377,0.03423755093296954
0.0,0.2,0.4,0.0,-0.42173021553069123,-2.0405705348556458,-0.16023149587981456,-5.437430182574578,580.4,0.1298786372688543,-0.10462669417972137
